TripID	StartLongitude	StartLatitude	Start	EndLongitude	EndLatitude	End
BJPI44-4l4b7t,-80.21201,25.78861,2013-05-18 02:14:41,-80.19513,25.76358,2013-05-18 02:26:41
BJPI68-6i8a8w,-80.19011,25.77625,2013-05-18 02:19:41,-80.18588,25.78967,2013-05-18 02:25:41
BJPI56-1a5u2q,-80.21187,25.75325,2013-05-18 02:25:11,-80.21187,25.75325,2013-05-18 02:26:10
BJPI68-6q0h8u,-80.18588,25.78967,2013-05-18 02:26:10,-80.18588,25.78967,2013-05-18 02:26:41
BJPI56-5f5i4w,-80.21187,25.75325,2013-05-18 02:26:41,-80.19433,25.76348,2013-05-18 02:31:11
BJPI40-2h7a7f,-80.20272,25.81106,2013-05-18 02:32:41,-80.20272,25.81106,2013-05-18 02:33:11
BJPI40-0e5i4i,-80.20272,25.81106,2013-05-18 02:33:40,-80.20271,25.81108,2013-05-18 02:59:11
BJPI44-5r3o6v,-80.19513,25.76358,2013-05-18 02:42:40,-80.23846,25.73547,2013-05-18 02:59:11
BJPI25-7r6u3b,-80.18865,25.80523,2013-05-18 03:06:41,-80.18494,25.84316,2013-05-18 03:29:40
BGDK21-6y8p2p,-80.18402,25.8472,2013-05-18 03:28:41,-80.19028,25.7936,2013-05-18 03:37:41
BJPI25-6n2q6f,-80.18494,25.84316,2013-05-18 03:30:11,-80.18494,25.84316,2013-05-18 03:30:40
BDNF06-6b7x7k,-80.21292,25.76918,2013-05-18 03:41:41,-80.1903,25.77774,2013-05-18 03:57:11
BDNF69-7n0a3t,-80.19276,25.8134,2013-05-18 03:49:11,-80.21241,25.76494,2013-05-18 03:59:41
BJPI40-2u6d7e,-80.20271,25.81108,2013-05-18 03:50:41,-80.20819,25.79153,2013-06-10 12:28:23
BJPI64-1n0d7v,-80.21537,25.76535,2013-05-18 03:51:40,-80.21534,25.76535,2013-05-18 04:26:41
BDNF12-2p2p4m,-80.19101,25.78491,2013-05-18 03:54:11,-80.19061,25.78348,2013-05-18 07:22:41
BGDN52-0s4j2s,-80.21557,25.76551,2013-05-18 03:55:10,-80.21563,25.76539,2013-05-18 03:58:41
BDNF41-4i2s0t,-80.24555,25.72827,2013-05-18 03:58:41,-80.24555,25.72827,2013-05-18 04:29:41
BGDN52-4u8s2t,-80.21556,25.76548,2013-05-18 03:58:41,-80.21562,25.76541,2013-05-18 04:02:10
BJPI25-8w7f8w,-80.18494,25.84316,2013-05-18 03:58:41,-80.18829,25.80026,2013-05-18 04:09:40
BGDN52-1y4n3f,-80.21563,25.76539,2013-05-18 04:02:10,-80.21553,25.76547,2013-05-18 04:17:41
BGDN96-5a4o7g,-80.25381,25.73708,2013-05-18 04:03:11,-80.25381,25.73708,2013-05-18 04:03:40
